message_id,relevance_0_3,asset,implied_direction,event_type,reason
11236,0,macro,bullish,opinion,vague tariff-benefit rhetoric
11237,2,macro,bearish,macro-policy,Treasury Secretary warns shutdown impact worsening
11238,2,macro,bullish,macro-policy,Senate leader signals shutdown deal near
11239,1,BTC,bullish,other,"price milestone, no new info"
11241,3,macro,bullish,macro-policy,confirmed Senate deal to end government shutdown
11242,1,macro,bullish,macro-policy,president signals shutdown ending soon
11243,2,macro,bullish,macro-policy,Senate formally advances bill to end shutdown
11244,1,crypto-broad,bearish,regulation,central bank caps individual stablecoin holdings
11245,1,BTC,bullish,whale-flows,routine incremental Strategy purchase
11246,1,macro,bullish,geopolitics,China signals continued cooperation with US
11247,0,crypto-broad,neutral,company-news,unrelated stablecoin-issuer ad spend
11249,0,macro,bullish,opinion,repeat tariff-revenue debt-paydown rhetoric
11250,2,BTC,bullish,whale-flows,notable political figure's firm large BTC purchase
11252,2,macro,bullish,macro-policy,Fed governor calls for large 50bps December cut
11253,2,macro,bullish,macro-policy,odds of shutdown ending this week rise sharply
11255,2,crypto-broad,bullish,regulation,formal guidance clears path for crypto ETP staking rewards
11256,2,macro,bullish,geopolitics,president signals imminent India trade deal
11257,1,macro,bearish,geopolitics,president warns of tariff-ruling economic disaster
11258,1,macro,bullish,opinion,president predicts inflation dropping to 1.5%
11259,2,equities,bullish,other,large single-day equity market gain
11260,2,crypto-broad,bullish,regulation,Senate committee releases formal market-structure draft bill
11262,2,macro,bullish,macro-policy,Senate on track to pass shutdown-ending bill
11263,2,macro,bullish,other,large single-day gold market-cap gain
11265,3,macro,bullish,macro-policy,confirmed Senate passage to reopen government
11266,0,macro,bullish,opinion,vague tariff-benefit rhetoric
11267,2,crypto-broad,bullish,adoption,first chartered US bank launches crypto trading
11268,1,macro,bullish,geopolitics,China signals cooperative posture on supply chains
11269,0,crypto-broad,bullish,opinion,"vague progress claim, no new info"
11270,0,equities,neutral,opinion,pundit vague market comment
11271,0,crypto-broad,bullish,opinion,"company rhetoric, no new info"
11272,1,macro,bullish,macro-policy,president predicts House will vote to end shutdown
11273,0,equities,neutral,opinion,pundit vague blockchain comment
11274,1,crypto-broad,bullish,opinion,ex-exec bullish ETH infrastructure claim
11275,2,crypto-broad,bullish,adoption,major bank launches institutional blockchain deposit token
11276,1,macro,neutral,geopolitics,"teased tariff news, no detail yet"
11277,1,macro,bullish,macro-policy,"teased large tax refunds, no detail yet"
11278,1,macro,bullish,geopolitics,China signals room for trade cooperation
11279,1,BTC,bullish,adoption,UK political leader pledges national BTC reserve
11281,1,crypto-broad,bearish,whale-flows,moderate liquidation cascade
11282,2,crypto-broad,bullish,regulation,SEC unveils new crypto classification framework
11283,1,macro,bullish,other,gold surpasses key level
11285,2,crypto-broad,bullish,etf,"formal listing notice, procedural step toward XRP ETF launch"
11286,1,macro,neutral,geopolitics,"notable business-government dinner, no concrete outcome yet"
11287,2,macro,bullish,macro-policy,House passes bill to end government shutdown
11288,3,macro,bullish,macro-policy,confirmed shutdown formally ends
11289,1,crypto-broad,bullish,adoption,sports league partners with prediction market
11291,2,BTC,bullish,adoption,"central bank buys BTC, notable precedent despite small size"
11293,3,crypto-broad,bullish,etf,first spot XRP ETF begins US trading
11294,0,BTC,bullish,opinion,"long-horizon speculative prediction, not tradeable"
11295,2,BTC,bearish,other,major psychological $100k level breached
11297,1,BTC,bearish,other,"price milestone, no new info"
11299,2,crypto-broad,bearish,whale-flows,large long-liquidation cascade
11300,2,BTC,bearish,other,further breakdown during selloff
11302,3,crypto-broad,bearish,whale-flows,"fast large liquidation, $300M in 10 minutes"
11303,0,BTC,neutral,opinion,rhetorical seasonal quote
11305,2,BTC,bullish,whale-flows,major holder denies rumor of selling
11307,2,BTC,bearish,other,further breakdown during selloff
11309,0,crypto-broad,neutral,opinion,vague volatility-warning rhetoric
11310,1,BTC,bullish,whale-flows,confirms continued buying through the week
11312,2,macro,bullish,geopolitics,targeted tariff removal to lower grocery costs
11313,0,other,neutral,opinion,unrelated robotics utopian claim
11315,0,BTC,bullish,opinion,"vague hint, no new info"
11316,2,macro,bullish,geopolitics,US targets finalizing China trade deal by Thanksgiving
11317,1,crypto-broad,bearish,whale-flows,moderate long liquidation
11318,2,BTC,bearish,other,further breakdown during selloff
11319,3,BTC,bullish,whale-flows,"massive buy during a crash ($835M), contrarian signal"
11320,2,crypto-broad,bearish,regulation,proposed expanded IRS foreign-crypto tax access
11321,2,BTC,bearish,other,further breakdown during selloff
11323,2,crypto-broad,bearish,other,psychological level broken during crash
11325,1,crypto-broad,bearish,whale-flows,moderate long liquidation
11326,1,macro,bullish,macro-policy,confirmed timeline for tariff-dividend payment
11327,2,BTC,bullish,whale-flows,"sovereign buys BTC during crash, contrarian signal"
11329,2,BTC,bearish,other,further breakdown during selloff
11330,3,BTC,bearish,other,major psychological $90k level breached during crash
11332,0,BTC,bullish,opinion,"confident buy-the-dip claim, no new info"
11334,0,other,neutral,other,unrelated infrastructure outage
11335,0,other,neutral,company-news,unrelated AI model launch
11336,1,crypto-broad,bullish,regulation,regulator clarifies bank crypto fee-payment allowance
11337,1,macro,bullish,geopolitics,large foreign sovereign investment pledge
11338,1,macro,bullish,opinion,repeat Powell-replacement rhetoric
11340,1,macro,neutral,macro-policy,president signals decided but undisclosed Powell successor
11341,1,crypto-broad,bullish,regulation,CEO signals possible December legislative passage
11342,0,other,neutral,other,unrelated celebrity photo-op
11343,1,macro,neutral,macro-policy,timeline set for Fed chair decision
11344,0,BTC,neutral,opinion,conspiracy-flavored pundit remark
11347,0,equities,neutral,other,equities-only price milestone
11349,1,crypto-broad,bullish,company-news,major exchange files for US IPO
11350,0,other,neutral,opinion,unrelated AI/robotics utopian claim
11351,0,BTC,bearish,opinion,"pundit dismissive claim, no new info"
11353,1,crypto-broad,bearish,whale-flows,moderate liquidation cascade
11354,0,macro,bullish,opinion,vague rate-level complaint
11355,0,other,neutral,opinion,unrelated personal remark
11356,2,BTC,bullish,whale-flows,sovereign wealth fund triples BTC ETF stake
11357,2,crypto-broad,bullish,etf,major asset manager files new staked ETH trust
11358,0,equities,bullish,company-news,unrelated equities earnings beat
11359,1,BTC,bullish,opinion,prominent investor discloses BTC allocation
11361,2,macro,bullish,macro-policy,stronger-than-expected jobs report
11362,1,BTC,bullish,regulation,proposed bill for BTC tax payments and reserve funding
11363,2,macro,bearish,macro-policy,major bank reverses December rate-cut expectation
11364,1,BTC,bearish,other,"price milestone, no new info"
11366,1,crypto-broad,bearish,other,"price milestone, no new info"
11368,1,crypto-broad,bearish,whale-flows,moderate liquidation cascade
11369,2,BTC,bearish,other,further breakdown during selloff
11370,2,macro,bullish,macro-policy,White House adviser signals data supports December cut
11371,3,crypto-broad,bearish,whale-flows,large combined equity/crypto selloff day
11373,0,other,neutral,other,unrelated platform feature rollout
11375,2,BTC,bearish,other,further breakdown during selloff
11376,2,crypto-broad,bearish,whale-flows,fast liquidation cascade in 15 minutes
11377,3,crypto-broad,bearish,whale-flows,"very large hourly liquidation, $1B"
11378,0,equities,neutral,opinion,unrelated hyperbolic earnings remark
11379,0,equities,bullish,opinion,pundit vague rally call
11380,1,equities,bullish,geopolitics,administration considers easing chip export restrictions
11383,0,BTC,bullish,opinion,rhetorical buy-the-dip quote
11384,0,BTC,neutral,other,historical trivia
11385,0,other,neutral,other,unrelated platform feature rollout
11386,1,macro,bullish,macro-policy,official downplays recession risk
11387,2,macro,bullish,macro-policy,Fed governor advocates December rate cut
11388,1,crypto-broad,bearish,opinion,senator criticizes major bank's crypto stance
11390,1,macro,bullish,geopolitics,confirmed diplomatic state-visit exchange planned
11391,1,BTC,bullish,adoption,political family showcases BTC mining facility
11392,1,BTC,bearish,other,"price milestone, no new info"
11394,1,BTC,neutral,other,"comparative price context, no new info"
11396,2,macro,bullish,macro-policy,Fed governor calls for large rate cuts
11397,3,crypto-broad,bullish,regulation,formal CFTC approval to operate as retail exchange
11399,1,crypto-broad,bullish,regulation,Russia expands regulated crypto-linked investment options
11401,0,BTC,bullish,regulation,"repeat proposal, no new info"
11402,2,macro,bullish,macro-policy,clear frontrunner named for next Fed chair
11404,2,BTC,bullish,adoption,first US state actually purchases BTC for reserve
11406,1,crypto-broad,bullish,opinion,major bank frames crypto as tradable macro asset
11407,0,macro,bullish,opinion,vague record-refunds rhetoric
11408,1,equities,bullish,opinion,bank issues bullish S&P 500 2026 target
11410,1,BTC,bullish,other,"price milestone, no new info"
11411,0,BTC,bullish,opinion,"rhetorical quote, no new info"
11413,1,BTC,neutral,other,stablecoin issuer diversification stat
11415,2,macro,bullish,macro-policy,major bank expects December rate cut
11417,1,BTC,bullish,other,"price milestone, no new info"
11418,0,BTC,neutral,other,historical price trivia
11419,1,macro,bullish,macro-policy,speculative full income-tax elimination remark
11420,2,crypto-broad,ambiguous,whale-flows,"large options expiry, can drive volatility"
11421,1,BTC,bullish,other,"price milestone, no new info"
11423,0,BTC,bullish,opinion,seasonal rhetorical quote
11425,1,macro,bullish,other,silver record high
11427,0,macro,bullish,opinion,vague market-optimism rhetoric
11428,2,macro,bullish,macro-policy,odds of December rate cut rise sharply
11430,1,crypto-broad,bearish,regulation,UK plans crypto tax-avoidance crackdown
11431,0,equities,bullish,other,unrelated retail sales record
11432,1,BTC,bullish,etf,asset manager confirms BTC ETF as top revenue driver
11434,0,BTC,neutral,other,historical trivia
11435,0,BTC,bullish,opinion,"vague hint, no new info"
11436,1,macro,neutral,macro-policy,official signals willingness to serve as Fed chair
11437,0,BTC,bearish,opinion,"pundit dismissive claim, no new info"
11439,0,BTC,bullish,opinion,"rhetorical quote, no new info"
11440,0,other,neutral,opinion,unrelated AI/labor utopian claim
11441,1,crypto-broad,bearish,whale-flows,moderate long liquidation
11442,1,BTC,bearish,other,"price milestone, no new info"
11443,2,crypto-broad,bearish,other,market-wide cap milestone breached during selloff
11444,1,macro,bullish,other,gold surpasses key level
11446,1,BTC,bearish,other,"price milestone, no new info"
11447,3,crypto-broad,bearish,whale-flows,"massive fast market-cap loss, $140B in 4h"
11448,2,BTC,bearish,other,further breakdown during selloff
11449,2,BTC,bearish,other,further breakdown during selloff
11451,1,BTC,bullish,whale-flows,routine incremental Strategy purchase
11452,1,BTC,bullish,whale-flows,"holdings update, no new signal"
11453,1,crypto-broad,bearish,other,"price milestone, no new info"
11455,2,crypto-broad,bearish,whale-flows,large 24h long-liquidation total
11456,2,macro,bullish,macro-policy,odds of specific Fed chair pick rise sharply
11458,0,BTC,bullish,opinion,"speculative price prediction, not new info"
11459,1,macro,bullish,macro-policy,gas prices fall to multi-year low
11460,2,BTC,bearish,other,"sentiment index at extreme fear, contrarian signal"
11461,1,crypto-broad,neutral,regulation,anticipated major SEC speech
11462,2,crypto-broad,bullish,adoption,huge asset manager opens crypto ETF access to clients
11463,0,none,neutral,other,"meme-style comparison post, no info"
11465,1,crypto-broad,bullish,regulation,Fed official confirms stablecoin-rule work underway
11466,0,equities,neutral,company-news,unrelated executive departure
11467,2,BTC,bullish,etf,huge distribution platform lists BTC ETF for trading
11468,2,macro,bullish,macro-policy,Fed formally ends quantitative tightening
11469,1,crypto-broad,bullish,regulation,SEC chair confirms January timeline for exemption
11470,0,crypto-broad,bullish,opinion,"speculative prediction, no new info"
11471,2,BTC,bullish,opinion,major bank issues formal BTC allocation recommendation
11473,1,BTC,bullish,other,"price milestone, no new info"
11474,1,crypto-broad,bullish,other,"price milestone, no new info"
11475,1,BTC,bullish,other,"price milestone, no new info"
11476,0,equities,neutral,company-news,unrelated AI-chip product launch
11477,1,crypto-broad,bullish,opinion,asset-manager CEO tokenization comparison
11478,2,BTC,bullish,etf,strong opening ETF trading volume
11480,1,macro,bullish,opinion,repeat rate-cut demand citing bank CEO agreement
11483,0,macro,bullish,opinion,vague future tax-elimination remark
11484,1,macro,bullish,opinion,repeat Powell insult
11485,2,BTC,bearish,whale-flows,major holder acknowledges hypothetical forced-selling scenario
11486,2,BTC,bullish,etf,strong daily ETF trading volume
11487,2,crypto-broad,bullish,whale-flows,large single-day market-cap inflow
11488,1,BTC,bullish,other,"price milestone, no new info"
11489,2,crypto-broad,bullish,regulation,UK formally recognizes crypto as legal property
11490,0,BTC,bullish,opinion,"rhetorical quote, no new info"
11492,0,macro,neutral,opinion,"semantic tariff-tax opinion, no new info"
11493,2,crypto-broad,bullish,regulation,prediction market rolls out US app
11494,1,crypto-broad,bullish,opinion,asset manager links debt to crypto adoption
11495,1,crypto-broad,bullish,opinion,influential skeptic reverses stance on crypto
11496,2,crypto-broad,bullish,adoption,major brokerage confirms crypto trading launch plan
11499,1,crypto-broad,bullish,opinion,"CEO notes bank pilots, no new info"
11500,0,crypto-broad,bullish,opinion,"CEO opinion, no new info"
11501,0,equities,neutral,opinion,unrelated AI-industry commentary
11502,0,other,neutral,other,unrelated celebrity business launch
11503,1,BTC,bullish,other,"price milestone, no new info"
11505,1,BTC,bullish,whale-flows,moderate incremental corporate BTC buy
11507,1,macro,ambiguous,geopolitics,China state banks reportedly buying dollars
11509,2,crypto-broad,bullish,adoption,major Russian bank plans crypto trading launch
11511,0,BTC,bullish,other,"pundit demonstration, novelty"
11512,2,BTC,bullish,opinion,asset-manager CEO notes sovereign fund BTC buying
11513,3,crypto-broad,bullish,regulation,CFTC approves first US-regulated spot crypto trading
11514,1,crypto-broad,bullish,regulation,"regulator rhetoric on crypto leadership, no detail"
11515,1,crypto-broad,bullish,adoption,wallet integrates prediction market
11516,0,macro,bullish,opinion,vague optimistic 2026 rhetoric
11518,0,crypto-broad,bullish,opinion,"CEO opinion, no new info"
11519,0,BTC,bullish,opinion,"rhetorical quote, no new info"
11520,1,crypto-broad,bearish,whale-flows,moderate long liquidation
11521,2,macro,bullish,macro-policy,official signals likely rate cut next week
11522,0,crypto-broad,neutral,other,novelty meeting between figures
11523,1,crypto-broad,bullish,opinion,prominent analyst calls market bottom
11524,0,other,neutral,regulation,unrelated EU fine on X
11526,1,macro,bullish,macro-policy,official signals cautious cutting cycle starting
11527,2,BTC,bearish,other,significant round-number level breached
11528,1,crypto-broad,bearish,whale-flows,moderate liquidation cascade
11529,0,other,neutral,other,unrelated AI-platform announcement
11530,0,crypto-broad,bearish,opinion,pundit dismissive altcoin call
11533,0,other,neutral,other,unrelated political sparring
11535,1,crypto-broad,bullish,adoption,major French bank adds crypto trading for customers
11536,0,BTC,neutral,other,historical trivia
11537,0,other,neutral,other,unrelated platform moderation action
11539,0,BTC,neutral,other,historical trivia
11540,1,macro,bullish,macro-policy,official projects solid year-end GDP growth
11541,0,other,neutral,other,unrelated platform download stat
11543,0,macro,bearish,opinion,bank CEO critical remark on Europe
11545,1,macro,ambiguous,geopolitics,China posts record trade surplus despite trade war
11547,1,BTC,bullish,adoption,major holder courting institutional/sovereign interest
11548,3,BTC,bullish,whale-flows,massive Strategy purchase ($962M)
11550,1,macro,bullish,macro-policy,teased major positive economic announcement
11552,2,crypto-broad,bullish,whale-flows,large corporate ETH treasury purchase ($435M)
11554,1,crypto-broad,bullish,regulation,Argentina to allow bank crypto services in 2026
11555,1,macro,neutral,macro-policy,clarifies delayed data release schedule
11556,1,crypto-broad,bullish,regulation,bank CEOs to discuss market-structure bill with Senators
11557,2,macro,bullish,macro-policy,major bank expects rate cut this week
11559,2,equities,bullish,geopolitics,significant chip-export policy shift toward China
11560,1,macro,bullish,geopolitics,president optimistic after call with China's leader
11561,1,macro,bearish,geopolitics,president criticizes EU after fine on X
11562,2,crypto-broad,bullish,regulation,CFTC launches tokenized-collateral pilot program
11563,2,macro,ambiguous,geopolitics,unusual revenue-share arrangement on chip exports to China
11564,0,equities,neutral,opinion,unrelated stock-holding advice
11566,1,macro,bullish,macro-policy,central bank notes tariff resilience
11567,2,macro,bullish,macro-policy,president sets rate-cut litmus test for next Fed chair
11568,2,BTC,bullish,adoption,major US banks confirmed issuing credit against BTC
11572,2,BTC,bullish,adoption,first major US bank to offer direct BTC trading
11573,1,macro,bullish,macro-policy,official signals room for more cuts
11574,1,macro,bullish,geopolitics,president open to reducing some tariffs
11575,0,crypto-broad,bullish,opinion,"speculative supercycle claim, no new info"
11576,1,BTC,bullish,other,"price milestone, no new info"
11577,1,BTC,bullish,other,"price milestone, no new info"
11578,1,macro,bullish,other,silver record high
11580,1,crypto-broad,bullish,whale-flows,moderate short liquidation
11581,1,crypto-broad,bullish,other,"price milestone, no new info"
11583,1,BTC,bullish,other,"price milestone, no new info"
11584,2,macro,bullish,macro-policy,near-certain odds of rate cut tomorrow
11586,0,BTC,bullish,opinion,"exec buy-more rhetoric, no new info"
11587,2,crypto-broad,bullish,regulation,national regulator confirms banks can be crypto intermediaries
11588,1,other,bullish,company-news,unrelated but market-moving mega-IPO news
11590,2,crypto-broad,bullish,whale-flows,large single-day market-cap inflow
11591,0,macro,bullish,opinion,vague self-praise rhetoric
11592,0,equities,neutral,company-news,unrelated foreign investment announcement
11594,2,BTC,bullish,whale-flows,large planned capital raise for BTC purchases
11596,1,BTC,bullish,whale-flows,moderate incremental corporate BTC buy
11598,1,macro,bullish,opinion,bank issues bullish gold price target
11600,1,crypto-broad,bullish,other,"price milestone, no new info"
11601,3,macro,bullish,macro-policy,"actual FOMC rate-cut decision, 25bps"
11602,2,macro,bullish,macro-policy,"Fed liquidity operation, treasury bill purchases"
11603,1,macro,neutral,macro-policy,Fed chair keeps future path open-ended
11604,1,macro,bearish,macro-policy,Fed notes job-gains data overstated
11605,2,macro,ambiguous,macro-policy,"Fed chair reaffirms inflation target, blames tariffs"
11606,0,macro,bullish,opinion,vague market-optimism rhetoric
11608,1,other,bullish,company-news,unrelated but market-moving mega-IPO confirmation
11610,1,crypto-broad,bullish,adoption,exchange enables permissionless token trading via DEX
11611,1,crypto-broad,bullish,adoption,fintech partnership for zero-fee crypto purchases
11612,0,equities,neutral,company-news,unrelated AI investment
11614,2,macro,bullish,macro-policy,trade deficit falls to lowest level in years
11615,0,other,neutral,regulation,unrelated gambling-tax proposal
11617,1,crypto-broad,bullish,regulation,CFTC withdraws outdated crypto guidance
11618,2,crypto-broad,bearish,regulation,major crypto fraud sentencing concludes
11619,0,crypto-broad,bullish,opinion,"SEC chair rhetoric, no new action"
11621,2,crypto-broad,bullish,regulation,SEC approves DTCC plan to tokenize traditional securities
11622,0,macro,bullish,opinion,vague tariff-benefit rhetoric
11623,1,crypto-broad,bullish,adoption,major platform enables stablecoin creator payouts
11624,2,crypto-broad,ambiguous,whale-flows,"large options expiry, can drive volatility"
11625,0,BTC,neutral,other,historical trivia
11627,1,macro,bearish,macro-policy,Fed official attributes inflation mainly to tariffs
11628,2,macro,bullish,macro-policy,Fed official projects above-median 2026 rate cuts
11629,1,crypto-broad,bullish,adoption,major brokerage allows stablecoin account funding
11632,1,macro,bullish,other,gold surpasses key level
11633,1,crypto-broad,bearish,whale-flows,moderate liquidation cascade
11634,3,crypto-broad,bullish,regulation,multiple major crypto firms approved as national trust banks
11635,1,BTC,bearish,opinion,major asset manager dismisses BTC as speculative
11637,0,other,neutral,other,unrelated visa-fee lawsuit
11638,2,crypto-broad,bearish,regulation,market prices near-zero odds of near-term bill passage
11640,0,crypto-broad,neutral,other,unrelated sports-club acquisition proposal
11642,0,macro,bullish,opinion,vague rate-level demand
11643,1,crypto-broad,bullish,regulation,SEC publishes retail crypto-custody educational guidance
11644,0,BTC,bullish,opinion,"vague hint, no new info"
11645,0,crypto-broad,bullish,opinion,"CEO opinion, no new info"
11647,1,macro,bullish,geopolitics,president reaffirms good relationship with Xi
11649,0,macro,bullish,opinion,vague inflation-neutralized rhetoric
11650,1,crypto-broad,bearish,regulation,UK plans new crypto-market policing rules
11651,2,crypto-broad,bullish,adoption,major bank launches first tokenized money-market fund on Ethereum
11653,1,crypto-broad,bullish,adoption,major payments network launches stablecoin advisory practice
11656,3,BTC,bullish,whale-flows,another massive Strategy purchase ($980M)
11658,1,crypto-broad,bearish,whale-flows,moderate liquidation cascade
11659,2,BTC,bearish,other,"further breakdown, significant level breached"
11660,1,crypto-broad,bullish,opinion,bank predicts multi-year onchain migration
11661,2,BTC,bearish,other,"further breakdown, significant level breached"
11662,2,macro,bullish,macro-policy,market-implied frontrunner shifts for Fed chair
11664,0,crypto-broad,bullish,opinion,"SEC chair rhetoric, no new action"
11665,0,other,neutral,other,unrelated personal wealth milestone
11666,1,equities,bullish,regulation,fintech applies for US bank charter
11667,1,equities,bullish,other,exchange plans extended trading hours
11668,0,macro,neutral,regulation,unrelated Congress trading-ban proposal
11670,1,macro,bullish,geopolitics,official confirms China meeting trade commitments
11671,3,macro,bearish,macro-policy,"significant labor-market deterioration, multi-year high"
11672,0,macro,bullish,opinion,vague tax-refund rhetoric
11673,1,macro,bullish,geopolitics,official denies US falling behind China
11674,0,BTC,bullish,opinion,"rhetorical quantum-security claim, no new info"
11676,2,macro,neutral,macro-policy,specific Fed-chair candidate interview confirmed
11677,0,crypto-broad,bullish,opinion,"CEO opinion, no new info"
11678,1,crypto-broad,bullish,adoption,BTC miner diversifies into AI data-center leasing
11680,2,crypto-broad,bullish,regulation,Fed withdraws restriction on uninsured-bank crypto activity
11681,2,crypto-broad,bullish,adoption,major exchange launches equities trading
11682,0,macro,bullish,opinion,vague record-refunds rhetoric
11683,0,macro,bullish,opinion,vague economic-boom rhetoric
11684,1,macro,bullish,macro-policy,official supports immediate rate cut
11685,3,macro,bullish,macro-policy,cooler-than-expected CPI print
11686,1,crypto-broad,bullish,whale-flows,modest short liquidation
11687,0,BTC,bullish,other,retrospective irony trivia
11689,2,crypto-broad,bearish,whale-flows,large long-liquidation cascade
11690,2,BTC,bearish,other,"further breakdown, significant level breached"
11691,0,other,neutral,opinion,unrelated AI/robotics utopian claim
11692,1,crypto-broad,bullish,regulation,administration touts near-term legislative progress
11693,2,crypto-broad,bullish,regulation,pro-crypto official confirmed to head CFTC
11694,2,crypto-broad,ambiguous,whale-flows,"large options expiry, can drive volatility"
11695,2,macro,bullish,geopolitics,high odds of major tariff ruling against administration
11697,0,equities,neutral,regulation,unrelated executive pay-package ruling
11699,0,other,neutral,other,unrelated personal wealth milestone
11700,1,crypto-broad,bullish,regulation,proposed small-transaction stablecoin tax exemption
11701,0,BTC,bullish,opinion,"vague hint, no new info"
11702,0,other,neutral,other,unrelated diplomatic AI meeting
11703,1,macro,bullish,other,gold record high
11705,1,macro,bullish,other,silver record high
11707,1,macro,bullish,other,gold record high
11709,1,BTC,bullish,other,"price milestone, no new info"
11711,2,crypto-broad,bullish,adoption,major bank considers institutional crypto trading
11712,1,BTC,bullish,opinion,asset manager touts BTC as top investment
11714,2,macro,neutral,macro-policy,timeline set for new Fed chair announcement
11716,1,BTC,bullish,whale-flows,moderate corporate BTC purchase
11718,2,crypto-broad,bullish,regulation,regulator signals bill nearing presidential desk
11719,0,equities,bearish,other,unrelated M&A-odds shift
11721,0,equities,bullish,opinion,unrelated AI-growth commentary
11723,0,other,neutral,other,unrelated defense-AI partnership
11725,1,crypto-broad,bullish,regulation,pro-crypto CFTC chair formally installed
11726,1,macro,bullish,other,gold record high
11727,1,crypto-broad,bullish,regulation,Russia considers expanding retail crypto access
11728,1,macro,bullish,other,silver record high
11730,3,macro,bullish,macro-policy,strong Q3 GDP beat
11731,0,macro,bullish,opinion,vague tariff-benefit rhetoric
11732,1,crypto-broad,bullish,adoption,exchange enables SOL transfers via Base network
11734,0,crypto-broad,bullish,opinion,vague optimistic rhetoric
11735,0,macro,neutral,opinion,vague inflation rhetoric
11736,1,macro,bearish,macro-policy,signals politicized Fed-chair selection criteria
11737,1,macro,bullish,other,silver overtakes Apple by market cap
11739,1,equities,bullish,other,"equities record close, first time above level"
11741,1,macro,bullish,other,gold record high
11743,1,equities,bullish,other,equities record close
11745,0,BTC,bullish,opinion,"retrospective FUD-buying narrative, no new info"
11747,1,macro,bullish,other,silver record high
11749,0,macro,bearish,opinion,"pundit collapse prediction, no new info"
11751,0,BTC,bullish,opinion,"rhetorical quote, no new info"
11753,0,crypto-broad,bullish,other,promotional token giveaway
11754,0,macro,bullish,opinion,vague tariff-benefit rhetoric
11755,0,BTC,bullish,other,promotional token giveaway
11757,0,BTC,bullish,opinion,"vague hint, no new info"
11758,1,macro,bullish,other,silver record high
11760,1,macro,bullish,other,silver overtakes Nvidia by market cap
11762,1,BTC,bullish,other,"price milestone, no new info"
11763,1,BTC,neutral,other,known scheduled halving countdown
11764,1,BTC,bullish,whale-flows,routine incremental Strategy purchase
11765,0,other,neutral,other,unrelated diplomatic AI call
11767,0,macro,bearish,opinion,unrelated federal-fraud claim
11769,1,macro,bullish,opinion,repeat Powell insult
11771,0,crypto-broad,bullish,opinion,"vague reassurance, no new info"
11773,2,BTC,bullish,whale-flows,large corporate BTC purchase ($375M)
11775,2,macro,bearish,macro-policy,high odds Fed holds rates steady in January
11777,0,equities,neutral,company-news,unrelated AI-firm acquisition talks
11778,1,macro,bearish,geopolitics,Mexico raises tariffs on Chinese imports
11780,1,macro,bearish,geopolitics,Mexico raises tariffs on Indian imports
11782,0,other,neutral,other,unrelated platform creator-payout policy
11787,0,BTC,bullish,opinion,"congressman rhetoric, no new info"
11789,0,BTC,neutral,other,historical price trivia
11790,1,equities,ambiguous,company-news,"iconic investor's leadership change, broad sentiment relevance"
11792,1,equities,bullish,other,annual equity market-cap gain summary
11793,2,BTC,bullish,whale-flows,large quarterly corporate BTC purchase ($779M)
11795,2,crypto-broad,bearish,other,annual crypto market-cap decline summary
11796,0,BTC,neutral,other,"calendar novelty, no info"
11797,0,BTC,bullish,other,promotional token giveaway
11799,0,other,neutral,opinion,unrelated personal tax anecdote
11801,0,BTC,bullish,opinion,"vague all-in rhetoric, no new info"
11803,1,crypto-broad,bearish,regulation,UK crackdown on crypto tax evasion begins
11804,2,crypto-broad,bearish,geopolitics,sanctioned state reportedly using crypto for arms trade
11806,1,crypto-broad,bullish,regulation,new country legalizes crypto mining and exchanges
11807,0,macro,bullish,opinion,vague optimistic rhetoric
11809,1,crypto-broad,ambiguous,whale-flows,"moderate options expiry, can drive volatility"
11810,0,macro,bullish,opinion,vague tariff-benefit rhetoric
11811,0,crypto-broad,bullish,regulation,"repeat senator rhetoric, no new info"
11813,0,other,neutral,other,unrelated wealth-prediction market odds
11815,1,crypto-broad,bullish,whale-flows,moderate short liquidation
11816,1,macro,bullish,macro-policy,gas prices at multi-year low
11817,1,crypto-broad,bullish,regulation,anti-crypto SEC commissioner departs
11818,1,macro,bearish,macro-policy,"debt-level milestone, ongoing trend"
11820,1,crypto-broad,bullish,other,"market-cap ranking milestone, no new info"
11822,0,other,neutral,other,unrelated platform payout policy
11824,0,BTC,neutral,other,historical anniversary trivia
11826,2,macro,ambiguous,geopolitics,"major geopolitical capture event, oil-market implications"
11828,2,macro,bearish,geopolitics,signals major shift in global oil supply after capture
11829,1,macro,ambiguous,geopolitics,planned US oil investment in Venezuela
11830,1,BTC,bullish,other,"price milestone, no new info"
11831,0,crypto-broad,bullish,opinion,"generic opinion, no new info"
11833,0,other,neutral,other,unrelated humanitarian internet gesture
11836,0,BTC,bullish,opinion,"vague hint, no new info"
11837,2,macro,bearish,geopolitics,oil prices react to major supply-side geopolitical event
11838,1,BTC,bullish,other,"price milestone, no new info"
11839,1,macro,bearish,geopolitics,reaffirms tariff threat tied to Russian oil purchases
11841,1,macro,bearish,geopolitics,president demands broader access to Venezuelan resources
11842,1,macro,bearish,geopolitics,confirms US companies extracting Venezuelan oil
11843,1,BTC,bullish,other,"price milestone, no new info"
11844,1,crypto-broad,bullish,other,"price milestone, no new info"
11846,1,macro,bearish,geopolitics,foreign equities react to oil-access disruption fears
11848,2,BTC,bullish,opinion,major bank confirms formal BTC allocation recommendation
11850,1,crypto-broad,bullish,regulation,foreign finance official supports crypto integration
